Uid,PostId,SnippetId,CloneClassnumber,CloneSize,Similarity,CodeLength,Grunality,A_ownerId,A_length,A_CreateDate,A_Score,A_NoOfBoldTags,A_NoOfCodeSnippets,A_NoOfComments,A_NoOfEditOrRevision,Answerer_ReputationScore,Answerer_Upvotes,Answerer_DownVotes,Answerer_PostedQuestions,Answerer_PostedAnswers,Answerer_NoOfRevision,Answerer_NoOfRevisionInAnswer,A_CodeRatioPercentage,A_LinkTags,A_ItalicTags,A_TotalCodeLength,A_codeRatio
8173,18186576,1,410,12,71,426,Functions,2667190,613,2013-08-12 12:07:20,0,0,2,0,1,1,0,0,1,1,4,1,69.4805,0,0,428,0.6948
8174,53570026,1,410,12,71,482,Functions,1219031,11933,2018-12-01 10:46:52,0,0,2,2,1,63,9,0,5,3,19,1,97.1792,1,0,11679,0.9718
8175,18781173,1,411,38,100,1626,Functions,2049574,2253,2013-09-13 7:59:29,16,0,4,0,7,1131,61,0,9,5,45,2,94.1799,0,0,2136,0.9418
8176,3872839,1,411,38,100,1508,Functions,7412,2648,2010-10-06 13:17:37,24,1,3,9,3,191682,395,326,56,1803,2477,3,82.6443,1,0,2219,0.8264
8177,18344218,1,412,20,95,677,Functions,941923,3537,2013-08-20 20:15:19,1,0,7,3,2,477,99,0,12,16,61,2,81.1268,0,0,2880,0.8113
8178,11606698,1,412,20,95,707,Functions,996493,7610,2012-07-23 4:59:32,7,0,2,2,1,26416,6646,969,36,943,5063,1,97.8224,0,0,7457,0.9782
8179,15972134,1,413,11,72,583,Functions,2082631,1440,2013-04-12 13:02:55,0,0,2,0,1,1459,90,1,84,18,335,1,90.5763,0,0,1336,0.9058
8180,15972134,1,413,11,72,617,Functions,2082631,1440,2013-04-12 13:02:55,0,0,2,0,1,1459,90,1,84,18,335,1,90.5763,0,0,1336,0.9058
8181,14225857,1,414,10,90,909,Functions,992484,5631,2013-01-08 23:29:24,6,0,2,8,1,300909,10979,1441,15,10157,19134,1,85.6966,0,0,4835,0.857
8182,14656403,1,414,10,90,909,Functions,992484,8136,2013-02-01 22:50:00,8,0,4,7,1,300909,10979,1441,15,10157,19134,1,91.9377,1,0,7492,0.9194
8183,51608517,1,414,10,90,909,Functions,992484,8909,2018-07-31 8:12:22,4,0,4,2,1,300909,10979,1441,15,10157,19134,1,90.7909,1,0,8104,0.9079
8184,35640646,1,414,10,90,909,Functions,992484,6947,2016-02-25 23:42:46,2,0,3,1,1,300909,10979,1441,15,10157,19134,1,80.2839,1,0,5599,0.8028
8185,35857151,1,414,10,90,938,Functions,992484,6724,2016-03-08 1:09:38,3,0,2,4,1,300909,10979,1441,15,10157,19134,1,80.2988,7,0,5429,0.803
8186,17645036,1,414,10,90,938,Functions,992484,8869,2013-07-15 0:09:56,5,1,21,2,2,300909,10979,1441,15,10157,19134,2,74.0953,3,0,6593,0.741
8187,14225857,1,415,13,73,662,Functions,992484,5631,2013-01-08 23:29:24,6,0,2,8,1,300909,10979,1441,15,10157,19134,1,85.6966,0,0,4835,0.857
8188,35640646,1,415,13,73,664,Functions,992484,6947,2016-02-25 23:42:46,2,0,3,1,1,300909,10979,1441,15,10157,19134,1,80.2839,1,0,5599,0.8028
8189,51608517,1,415,13,73,662,Functions,992484,8909,2018-07-31 8:12:22,4,0,4,2,1,300909,10979,1441,15,10157,19134,1,90.7909,1,0,8104,0.9079
8190,14656403,1,415,13,73,754,Functions,992484,8136,2013-02-01 22:50:00,8,0,4,7,1,300909,10979,1441,15,10157,19134,1,91.9377,1,0,7492,0.9194
8191,14656403,1,415,13,73,636,Functions,992484,8136,2013-02-01 22:50:00,8,0,4,7,1,300909,10979,1441,15,10157,19134,1,91.9377,1,0,7492,0.9194
8192,16788587,1,416,14,100,613,Functions,598170,1644,2013-05-28 9:32:54,3,0,2,2,3,1391,61,18,3,35,66,2,56.2689,1,0,929,0.5627
8193,1530360,1,416,14,100,613,Functions,22996,978,2009-10-07 8:52:03,6,0,2,0,1,32764,258,6,298,48,1055,1,94.5066,0,0,929,0.9451
8194,19551932,1,417,14,71,315,Functions,2854908,2353,2013-10-23 20:45:08,7,0,7,2,2,12442,2174,74,47,647,1105,2,68.0473,0,0,1610,0.6805
8195,29218289,1,417,14,71,303,Functions,2854908,1886,2015-03-23 19:01:52,0,0,3,0,1,12442,2174,74,47,647,1105,1,69.1215,0,0,1314,0.6912
8196,29218289,1,417,14,71,314,Functions,2854908,1886,2015-03-23 19:01:52,0,0,3,0,1,12442,2174,74,47,647,1105,1,69.1215,0,0,1314,0.6912
8197,14764264,1,418,27,70,1082,Functions,992484,4423,2013-02-08 1:24:47,7,1,8,11,3,300909,10979,1441,15,10157,19134,3,62.0333,4,0,2758,0.6203
8198,35980623,1,418,27,70,916,Functions,992484,7150,2016-03-14 6:11:52,1,1,8,29,2,300909,10979,1441,15,10157,19134,2,88.0783,0,0,6302,0.8808
8199,15227110,1,419,13,71,466,Functions,354495,971,2013-03-05 15:05:12,2,0,2,2,1,3870,314,2,27,153,293,1,68.8391,1,0,676,0.6884
8200,13333948,1,419,13,71,348,Functions,966590,773,2012-11-11 18:12:24,1,0,4,1,1,14680,508,34,5,183,245,1,73.8402,0,0,573,0.7384
8201,51541345,1,419,13,71,539,Functions,8565454,946,2018-07-26 14:31:35,0,0,2,10,3,43,1,0,3,5,21,3,95.0785,0,0,908,0.9508
8202,8096510,1,419,13,71,291,Functions,1038675,2790,2011-11-11 15:51:18,2,0,3,0,1,371,46,0,2,14,21,1,58.9114,1,0,1656,0.5891
8203,20063373,1,419,13,71,486,Functions,1531689,2143,2013-11-19 4:43:53,0,0,2,1,1,100,21,0,7,14,37,1,98.7918,0,0,2126,0.9879
8204,20063373,1,419,13,71,717,Functions,1531689,2143,2013-11-19 4:43:53,0,0,2,1,1,100,21,0,7,14,37,1,98.7918,0,0,2126,0.9879
8205,19805052,1,420,12,91,639,Functions,1894684,5524,2013-11-06 5:51:53,1,1,9,0,1,17494,1384,36,390,618,2280,1,91.3286,0,0,5066,0.9133
8206,13642486,1,420,12,91,575,Functions,1729265,4086,2012-11-30 9:38:57,7,1,18,1,2,54661,1174,527,0,1678,3266,2,54.6452,5,1,2241,0.5465
8207,19475029,1,421,12,83,548,Functions,2422263,1383,2013-10-20 7:43:09,0,0,2,0,2,151,12,0,1,15,27,2,77.3775,0,0,1074,0.7738
8208,11488388,1,421,12,83,536,Functions,1065197,1442,2012-07-15 0:11:53,1,0,2,0,1,74433,9388,4121,43,2080,10135,1,93.0891,0,0,1347,0.9309
8209,14179477,1,422,10,70,433,Functions,992484,3068,2013-01-06 5:02:23,4,1,4,4,2,300909,10979,1441,15,10157,19134,2,81.0205,0,0,2493,0.8102
8210,13024192,1,422,10,70,416,Functions,992484,9203,2012-10-23 5:42:09,2,0,2,2,1,300909,10979,1441,15,10157,19134,1,89.1625,0,0,8219,0.8916
8211,23508998,1,422,10,70,407,Functions,3400481,1368,2014-05-07 4:53:50,1,0,5,1,1,3167,367,18,14,113,192,1,63.9883,0,0,876,0.6399
8212,17229147,1,423,11,100,411,Functions,974186,3356,2013-06-21 6:43:26,8,2,12,4,7,29037,812,13,23,573,1181,4,73.9685,1,2,2492,0.7397
8213,28006276,1,423,11,100,401,Functions,245860,2975,2015-01-18 1:32:39,1,0,4,0,2,56495,4301,137,19,1360,2490,2,31.0829,2,0,930,0.3108
8214,30019636,1,423,11,100,411,Functions,3919629,1332,2015-05-03 21:30:18,2,0,2,1,1,709,48,19,13,51,124,1,54.3755,0,0,727,0.5438
8215,47375132,1,423,11,100,371,Functions,6787059,1206,2017-11-19 8:51:34,1,1,3,0,1,36,3,0,0,2,3,1,60.4287,0,0,733,0.6043
8216,43994213,1,423,11,100,507,Functions,2890156,1187,2017-05-16 6:44:31,0,0,2,0,1,1286,193,171,19,96,246,1,71.6555,1,0,857,0.7166
8217,20204373,1,423,11,100,372,Functions,1086552,1732,2013-11-25 22:07:24,1,2,3,0,1,4726,303,372,10,61,189,1,41.052,3,0,718,0.4105
8218,35105365,1,423,11,100,411,Functions,5144855,4667,2016-01-30 18:22:20,1,0,6,20,3,3726,924,95,209,148,1017,3,45.6245,2,0,2148,0.4562
8219,25441567,1,423,11,100,411,Functions,644010,1290,2014-08-22 7:18:00,0,0,4,3,2,7744,138,10,13,321,388,2,70.4528,1,0,918,0.7045
8220,25796541,1,423,11,100,411,Functions,1575291,1513,2014-09-11 20:40:31,1,0,4,6,1,2062,58,11,42,56,201,1,55.0591,1,0,838,0.5506
8221,21416432,1,423,11,100,411,Functions,1820583,1124,2014-01-28 20:44:01,0,1,3,0,1,2423,86,15,22,125,398,1,68.8438,1,0,780,0.6884
8222,24125710,1,423,11,100,386,Functions,2019993,747,2014-06-09 17:39:27,0,0,5,6,2,4020,234,10,26,124,282,1,82.0479,0,0,617,0.8205
8223,20448206,1,424,10,70,357,Functions,1430705,766,2013-12-07 23:54:45,1,0,2,0,1,2334,228,0,211,13,788,1,92.9596,0,0,713,0.9296
8224,27338980,1,424,10,70,258,Functions,1602049,834,2014-12-07 2:39:30,0,0,2,2,1,5677,8,1,6,219,427,1,65.6287,0,0,548,0.6563
8225,16155264,1,425,25,72,707,Functions,300257,1487,2013-04-22 19:34:49,4,0,2,2,2,38259,5170,16,11,1701,2570,2,47.5904,0,0,711,0.4759
8226,14617650,1,425,25,72,862,Functions,992484,6947,2013-01-31 2:47:46,6,1,6,9,3,300909,10979,1441,15,10157,19134,3,77.515,1,0,5409,0.7752
8227,14617650,1,425,25,72,1012,Functions,992484,6947,2013-01-31 2:47:46,6,1,6,9,3,300909,10979,1441,15,10157,19134,3,77.515,1,0,5409,0.7752
8228,15312202,1,426,10,90,411,Functions,522444,3607,2013-03-09 15:08:54,4,0,4,6,2,261708,19138,44427,6,7289,22497,2,85.2436,0,0,3079,0.8524
8229,32490096,1,426,10,90,372,Functions,522444,3829,2015-09-09 22:24:43,7,0,3,2,2,261708,19138,44427,6,7289,22497,2,93.1664,0,0,3572,0.9317
8230,15312202,1,427,14,100,532,Functions,522444,3607,2013-03-09 15:08:54,4,0,4,6,2,261708,19138,44427,6,7289,22497,2,85.2436,0,0,3079,0.8524
8231,28482233,1,427,14,100,532,Functions,522444,4245,2015-02-12 16:08:51,5,0,5,3,3,261708,19138,44427,6,7289,22497,3,89.3293,0,0,3809,0.8933
8232,15312202,1,428,12,100,410,Functions,522444,3607,2013-03-09 15:08:54,4,0,4,6,2,261708,19138,44427,6,7289,22497,2,85.2436,0,0,3079,0.8524
8233,28482233,1,428,12,100,410,Functions,522444,4245,2015-02-12 16:08:51,5,0,5,3,3,261708,19138,44427,6,7289,22497,3,89.3293,0,0,3809,0.8933
8234,16239541,1,429,17,70,416,Functions,2071828,4102,2013-04-26 15:01:28,6,0,38,2,3,45500,5724,1320,8,1020,2269,3,49.6953,0,1,2039,0.497
8235,33953553,1,429,17,70,484,Functions,3440745,2912,2015-11-27 8:54:35,1,8,7,0,1,27077,332,137,0,999,1748,1,49.846,1,7,1457,0.4985
8236,47638343,1,429,17,70,386,Functions,697213,949,2017-12-04 17:01:26,0,0,5,2,2,662,29,5,24,49,158,2,77.1488,0,0,736,0.7715
8237,48879588,1,429,17,70,713,Functions,6690200,3708,2018-02-20 7:05:15,1,1,6,0,4,18175,934,719,33,608,2056,4,83.2576,1,0,3113,0.8326
8238,33953553,1,429,17,70,512,Functions,3440745,2912,2015-11-27 8:54:35,1,8,7,0,1,27077,332,137,0,999,1748,1,49.846,1,7,1457,0.4985
8239,48879588,1,429,17,70,753,Functions,6690200,3708,2018-02-20 7:05:15,1,1,6,0,4,18175,934,719,33,608,2056,4,83.2576,1,0,3113,0.8326
8240,20604365,1,430,19,70,1114,Functions,2078099,5365,2013-12-16 5:55:03,4,0,4,3,1,3130,143,10,5,143,277,1,97.0249,0,0,5218,0.9702
8241,50678941,1,430,19,70,1154,Functions,4045663,6681,2018-06-04 10:54:18,0,0,2,0,1,24,0,0,1,3,6,1,98.1211,0,0,6580,0.9812
8242,25421880,1,430,19,70,1007,Functions,3454413,1290,2014-08-21 8:44:03,1,0,2,0,3,54,61,0,3,4,13,1,86.759,0,0,1127,0.8676
8243,26353727,1,430,19,70,1054,Functions,3156908,5034,2014-10-14 6:07:34,1,2,5,0,1,1043,189,3,52,72,353,1,92.867,0,0,4687,0.9287
8244,36930117,1,430,19,70,1009,Functions,3559670,11011,2016-04-29 5:19:40,15,5,5,6,4,4875,350,32,13,295,534,2,91.6274,0,0,10123,0.9163
8245,30407410,1,430,19,70,923,Functions,4755215,5709,2015-05-22 23:49:32,0,0,3,2,2,1051,52,15,33,53,181,2,95.2672,0,0,5455,0.9527
8246,12985963,1,430,19,70,1367,Functions,1386998,3026,2012-10-20 6:40:13,1,1,6,2,2,1717,782,15,8,26,221,2,87.4467,0,0,2668,0.8745
8247,21402639,1,430,19,70,775,Functions,1427798,6273,2014-01-28 10:12:54,0,0,3,1,1,3494,1474,12,132,182,783,1,96.1502,0,0,6044,0.9615
8248,14539054,1,431,10,90,378,Functions,522444,8503,2013-01-26 16:40:01,3,2,6,2,6,261708,19138,44427,6,7289,22497,6,90.4171,1,0,7718,0.9042
8249,14539054,1,431,10,90,354,Functions,522444,8503,2013-01-26 16:40:01,3,2,6,2,6,261708,19138,44427,6,7289,22497,6,90.4171,1,0,7718,0.9042
8250,16762259,1,432,10,70,409,Functions,714965,1033,2013-05-26 18:14:53,3,0,9,2,3,30358,2881,1581,19,625,2682,3,48.8417,0,0,506,0.4884
8251,12635224,1,432,10,70,313,Functions,992687,341,2012-09-28 7:07:57,53,0,2,6,2,10811,2627,598,202,68,1184,2,92.4419,0,0,318,0.9244
8252,47163633,1,432,10,70,343,Functions,4167500,1909,2017-11-07 17:08:59,2,2,3,0,2,2097,292,141,2,83,187,2,41.5883,0,0,796,0.4159
8253,14995414,1,433,10,81,427,Functions,1575570,11026,2013-02-21 5:47:15,4,0,2,3,3,17427,1013,62,18,342,1132,3,99.3596,0,0,11016,0.9936
8254,14995414,1,433,10,81,424,Functions,1575570,11026,2013-02-21 5:47:15,4,0,2,3,3,17427,1013,62,18,342,1132,3,99.3596,0,0,11016,0.9936
8255,14995414,1,433,10,81,486,Functions,1575570,11026,2013-02-21 5:47:15,4,0,2,3,3,17427,1013,62,18,342,1132,3,99.3596,0,0,11016,0.9936
8256,14995414,1,434,18,71,847,Functions,1575570,11026,2013-02-21 5:47:15,4,0,2,3,3,17427,1013,62,18,342,1132,3,99.3596,0,0,11016,0.9936
8257,14995414,1,434,18,71,694,Functions,1575570,11026,2013-02-21 5:47:15,4,0,2,3,3,17427,1013,62,18,342,1132,3,99.3596,0,0,11016,0.9936
8258,14995414,1,434,18,71,683,Functions,1575570,11026,2013-02-21 5:47:15,4,0,2,3,3,17427,1013,62,18,342,1132,3,99.3596,0,0,11016,0.9936
8259,15552850,1,435,17,100,902,Functions,714968,4855,2013-03-21 16:21:08,2,0,2,1,1,104319,33775,48,50,2938,18736,1,90.6454,0,0,4438,0.9065
8260,14834384,1,435,17,100,902,Functions,714968,5162,2013-02-12 14:05:32,3,0,7,2,4,104319,33775,48,50,2938,18736,2,89.3275,1,0,4662,0.8933
8261,19425290,1,436,20,70,664,Functions,1904696,1446,2013-10-17 11:19:36,0,0,3,0,1,2559,1178,27,10,191,397,1,93.3197,0,0,1369,0.9332
8262,36626358,1,436,20,70,641,Functions,4266957,1680,2016-04-14 14:35:08,1,0,3,2,4,4033,198,9,15,135,309,4,76.859,0,0,1292,0.7686
8263,28305082,1,436,20,70,489,Functions,3398732,954,2015-02-03 17:29:08,0,0,2,3,2,1475,124,25,59,97,405,2,69.4241,0,0,663,0.6942
8264,21697443,1,436,20,70,1287,Functions,2869772,2932,2014-02-11 9:11:27,0,2,3,4,2,5269,616,17,35,266,558,1,65.8047,2,0,1934,0.658
8265,53968016,1,436,20,70,866,Functions,10825994,1458,2018-12-29 8:38:06,1,0,5,0,1,274,0,5,1,11,14,1,86.5529,0,0,1268,0.8655
8266,5758018,1,436,20,70,770,Functions,432209,1245,2011-04-22 17:14:06,1,0,2,3,1,14531,151,9,84,191,537,1,67.0947,0,0,836,0.6709
8267,14880183,1,437,12,84,649,Functions,157882,1528,2013-02-14 17:05:14,2,0,3,2,3,852319,15343,21024,15,17029,72465,2,42.6901,1,2,657,0.4269
8268,14279833,1,437,12,84,468,Functions,157882,1500,2013-01-11 14:08:01,2,0,4,0,2,852319,15343,21024,15,17029,72465,1,34.4964,4,0,524,0.345
8269,18682785,1,438,17,83,637,Functions,1360888,11203,2013-09-08 10:43:17,5,2,17,3,4,5590,1487,33,27,146,888,4,83.9975,0,0,9443,0.84
8270,24127188,1,438,17,83,652,Functions,391688,2105,2014-06-09 19:07:20,2,0,3,1,2,2539,16,1,2,9,16,2,61.1742,1,0,1292,0.6117
8271,14522841,1,439,10,100,350,Functions,928711,2257,2013-01-25 13:34:01,4,0,2,1,1,42691,1022,179,23,996,1584,1,96.2898,0,0,2180,0.9629
8272,12636055,1,439,10,100,351,Functions,928711,6714,2012-09-28 8:07:23,8,0,3,5,1,42691,1022,179,23,996,1584,1,93.7807,0,0,6303,0.9378
8273,19871783,1,440,13,71,559,Functions,992484,1090,2013-11-09 2:40:22,0,0,2,2,1,300909,10979,1441,15,10157,19134,1,66.3611,0,0,724,0.6636
8274,36905523,1,440,13,71,488,Functions,2970947,1968,2016-04-28 4:52:58,3,0,9,7,3,154455,4689,3703,0,6438,8830,3,76.3305,1,0,1506,0.7633
8275,16210261,1,441,12,100,533,Functions,1448419,2138,2013-04-25 8:45:03,5,0,2,1,1,3626,84,1,13,55,98,1,96.8677,0,0,2072,0.9687
8276,16210261,1,441,12,100,542,Functions,1448419,2138,2013-04-25 8:45:03,5,0,2,1,1,3626,84,1,13,55,98,1,96.8677,0,0,2072,0.9687
8277,16210261,1,441,12,100,542,Functions,1448419,2138,2013-04-25 8:45:03,5,0,2,1,1,3626,84,1,13,55,98,1,96.8677,0,0,2072,0.9687
8278,20446967,1,442,13,71,242,Functions,2891664,4517,2013-12-07 21:36:02,2,0,12,4,3,32131,3569,1927,7,892,3264,3,51.4134,1,0,2328,0.5141
8279,20441438,1,442,13,71,290,Functions,2071828,2644,2013-12-07 12:36:34,2,3,26,1,2,45500,5724,1320,8,1020,2269,2,35.1229,0,2,929,0.3512
8280,18009473,1,443,20,85,539,Functions,879256,632,2013-08-02 5:38:27,4,0,2,1,1,716,791,10,10,15,47,1,85.1501,0,0,539,0.8515
8281,14596261,1,443,20,85,705,Functions,0,870,2013-01-30 3:36:53,2,0,2,3,1,0,0,0,261014,224615,0,0,80.9414,0,0,705,0.8094
8282,453067,1,443,20,85,611,Functions,48181,2940,2009-01-17 9:35:17,216,0,8,17,13,11679,233,40,38,72,333,12,58.257,1,0,1718,0.5826
8283,19271687,1,444,21,71,1409,Functions,2675866,1485,2013-10-09 12:13:29,2,0,2,1,1,493,9,0,18,52,120,1,94.9062,0,0,1416,0.9491
8284,1068132,1,444,21,71,977,Functions,34102,1670,2009-07-01 9:15:40,66,0,2,4,2,15441,479,3,25,233,359,1,91.7311,0,0,1542,0.9173
8285,32775113,1,444,21,71,1270,Functions,3871477,2630,2015-09-25 5:00:29,1,0,3,8,1,645,170,8,20,22,93,1,84.0918,2,0,2236,0.8409
8286,17370398,1,445,11,72,317,Functions,230513,3780,2013-06-28 17:26:18,3,0,3,1,2,187175,20515,351,11,5255,12512,2,88.6298,1,0,3383,0.8863
8287,20085489,1,445,11,72,384,Functions,230513,2279,2013-11-20 1:09:54,3,0,7,2,3,187175,20515,351,11,5255,12512,2,66.1458,3,0,1524,0.6615
8288,14640216,1,446,11,75,402,Functions,139010,4647,2013-02-01 5:17:45,6,3,15,22,5,282302,4693,5444,103,3728,10230,5,66.03,2,2,3077,0.6603
8289,1062057,1,446,11,75,685,Functions,22656,2208,2009-06-30 6:38:37,30,0,7,3,3,1089674,16323,6843,50,34559,50707,3,41.9937,0,2,931,0.4199
8290,11941110,1,446,11,75,685,Functions,1133011,2771,2012-08-13 19:38:13,7,2,7,5,5,30016,2112,86,30,515,2391,4,56.4921,2,0,1575,0.5649
8291,14999254,1,447,17,70,603,Functions,2071828,2409,2013-02-21 9:57:18,2,1,12,1,2,45500,5724,1320,8,1020,2269,2,39.0315,1,0,943,0.3903
8292,43522039,1,447,17,70,678,Functions,693210,1514,2017-04-20 14:13:33,1,0,2,1,1,106,5,0,1,6,10,1,92.7869,0,0,1415,0.9279
8293,33758776,1,447,17,70,505,Functions,1743880,2014,2015-11-17 13:56:51,8,1,13,2,2,90616,1901,10830,10,1391,14286,2,31.055,1,1,627,0.3105
8294,2248203,1,447,17,70,679,Functions,126769,1385,2010-02-11 22:21:06,137,0,2,7,7,176279,6957,2139,36,2695,3902,1,54.8921,1,0,763,0.5489
8295,19095698,1,448,20,70,1061,Functions,2819469,1286,2013-09-30 13:37:07,3,0,3,3,2,643,38,4,31,21,135,2,89.7436,0,0,1155,0.8974
8296,12477748,1,448,20,70,934,Functions,1565171,2314,2012-09-18 13:11:00,0,0,3,0,2,4985,1090,6,3,145,177,2,90.302,0,0,2123,0.903
8297,20460003,1,449,19,73,548,Functions,2366418,1542,2013-12-08 22:29:03,0,1,4,2,2,1799,3285,2,29,111,279,2,36.6818,0,0,566,0.3668
8298,29610583,1,449,19,73,1013,Functions,4512948,3901,2015-04-13 16:40:10,2,3,3,5,8,4639,656,9,9,122,243,6,50.4341,4,0,1975,0.5043
8299,14220083,1,450,16,72,614,Functions,928711,2872,2013-01-08 16:54:17,2,0,2,0,1,42691,1022,179,23,996,1584,1,87.626,0,0,2521,0.8763
8300,13504545,1,450,16,72,704,Functions,928711,2961,2012-11-22 1:09:07,6,0,6,0,1,42691,1022,179,23,996,1584,1,91.8292,0,0,2731,0.9183
8301,27574526,1,450,16,72,425,Functions,522444,6023,2014-12-19 22:03:10,2,0,4,0,4,261708,19138,44427,6,7289,22497,4,76.7461,0,1,4637,0.7675
8302,31097637,1,450,16,72,483,Functions,4341283,1742,2015-06-28 8:33:13,1,0,3,0,2,3450,556,95,6,165,532,2,85.2722,0,0,1488,0.8527
8303,17590472,1,451,20,80,506,Functions,2123487,844,2013-07-11 10:00:38,2,0,2,1,1,4341,385,277,40,74,338,1,86.4865,0,0,736,0.8649
8304,36443109,1,451,20,80,590,Functions,418556,2225,2016-04-06 6:23:55,2,0,6,2,1,153330,15177,8597,45,4422,35066,1,80.4464,1,0,1802,0.8045
8305,14200920,1,452,14,71,549,Functions,1322642,609,2013-01-07 17:25:02,1,0,2,2,1,10621,1476,65,4,313,1069,1,92.8105,0,0,568,0.9281
8306,14143131,1,452,14,71,546,Functions,1133011,2307,2013-01-03 16:37:48,3,0,4,6,3,30016,2112,86,30,515,2391,3,82.3529,1,0,1904,0.8235
8307,18287304,1,453,13,73,445,Functions,795554,508,2013-08-17 9:36:48,0,0,2,0,1,6415,246,3,116,119,549,1,87.4263,0,0,445,0.8743
8308,28655654,1,453,13,73,489,Functions,2943501,4087,2015-02-22 7:44:12,1,0,3,1,1,1197,162,23,2,44,255,1,96.764,0,0,3977,0.9676
8309,19580850,1,453,13,73,438,Functions,2219600,935,2013-10-25 3:58:40,3,0,2,1,3,9531,2122,173,10,294,536,2,49.3617,2,0,464,0.4936
8310,45953551,1,453,13,73,934,Functions,8523262,5434,2017-08-30 6:36:28,0,0,3,0,3,71,11,0,22,7,88,3,92.7223,0,0,5058,0.9272
8311,50319571,1,453,13,73,786,Functions,4744514,7216,2018-05-13 18:53:02,1,1,5,4,3,16884,2214,86,24,1142,2831,3,84.6686,0,1,6119,0.8467
8312,5950967,1,453,13,73,440,Functions,0,5812,2011-05-10 13:40:04,6,0,4,2,2,0,0,0,261014,224615,0,0,93.388,0,0,5466,0.9339
8313,5945326,1,453,13,73,680,Functions,654730,2787,2011-05-10 4:55:03,14,0,2,8,3,5490,41,1,6,142,261,3,96.6904,0,0,2717,0.9669
8314,9123882,1,453,13,73,882,Functions,815132,9468,2012-02-03 4:57:55,2,0,5,0,1,1811,103,5,66,46,308,1,96.2585,0,0,9159,0.9626
8315,20072767,1,454,17,88,531,Functions,2894369,1510,2013-11-19 13:26:23,2,0,5,3,1,9811,1241,311,0,420,805,1,86.3068,0,0,1311,0.8631
8316,20072767,1,454,17,88,591,Functions,2894369,1510,2013-11-19 13:26:23,2,0,5,3,1,9811,1241,311,0,420,805,1,86.3068,0,0,1311,0.8631
8317,14174868,1,455,10,70,451,Functions,1133011,4507,2013-01-05 18:22:42,5,0,6,7,7,30016,2112,86,30,515,2391,7,85.6922,0,1,3875,0.8569
8318,22119165,1,455,10,70,427,Functions,3182664,5984,2014-03-01 19:23:30,1,0,5,3,3,42655,498,74,12,1022,1472,2,86.5689,1,0,5195,0.8657
8319,53607057,1,455,10,70,287,Functions,3088897,1872,2018-12-04 6:41:19,1,0,2,0,1,1090,54,26,44,27,202,1,93.166,0,0,1745,0.9317
8320,30541109,1,455,10,70,311,Functions,3435412,1142,2015-05-30 0:53:40,0,0,9,1,3,1544,134,1,3,34,63,3,34.5582,0,0,395,0.3456
8321,33837239,1,455,10,70,322,Functions,4476488,823,2015-11-20 22:39:26,0,0,3,27,4,1145,4037,1,0,57,198,4,84.6523,0,0,706,0.8465
8322,38229112,1,455,10,70,422,Functions,6203078,536,2016-07-06 16:31:35,2,0,3,1,2,1438,1655,233,18,87,262,2,78.9572,0,0,424,0.7896
8323,39681823,1,455,10,70,262,Functions,6026993,2566,2016-09-24 23:14:09,1,0,2,0,2,36,5,0,1,4,8,2,93.5296,0,0,2414,0.9353
8324,18901485,1,456,12,100,545,Functions,1155209,3183,2013-09-19 17:40:38,9,0,2,5,1,111431,4731,571,1,1890,3887,1,83.5938,1,0,2675,0.8359
8325,18910150,1,456,12,100,545,Functions,1155209,4819,2013-09-20 6:23:21,2,0,6,4,2,111431,4731,571,1,1890,3887,1,75.7832,5,0,3677,0.7578
8326,16730713,1,457,10,70,518,Functions,1320774,2474,2013-05-24 8:31:25,1,0,3,0,1,1255,379,14,14,103,178,1,67.1216,0,0,1672,0.6712
8327,34137379,1,457,10,70,425,Functions,1036285,2984,2015-12-07 15:36:03,2,0,3,0,2,4222,1635,497,41,112,467,2,87.3376,0,0,2621,0.8734
8328,17778451,1,458,10,70,305,Functions,1455016,1245,2013-07-22 0:44:45,1,0,3,0,2,11567,593,273,51,407,1170,2,65.12,0,0,814,0.6512
8329,24472687,1,458,10,70,276,Functions,3741465,609,2014-06-29 2:36:38,-1,0,2,0,1,45,10,0,16,6,59,1,44.918,0,0,274,0.4492
8330,15867769,1,459,10,70,250,Functions,2083523,1010,2013-04-07 21:02:06,52,0,5,0,6,14842,1183,204,98,185,953,5,35.9329,1,0,364,0.3593
8331,45707574,1,459,10,70,311,Functions,7438973,1371,2017-08-16 7:31:40,1,0,4,1,1,1714,312,83,14,147,271,1,79.3003,0,0,1088,0.793
8332,38042024,1,459,10,70,310,Functions,6081445,1002,2016-06-26 18:51:43,1,0,5,2,2,3135,1573,16,23,180,516,2,78.4236,0,0,796,0.7842
8333,27202912,1,459,10,70,336,Functions,898289,998,2014-11-29 13:37:45,2,0,2,0,2,26010,621,97,91,600,1526,2,42.672,0,0,428,0.4267
8334,37813891,1,459,10,70,401,Functions,5743988,1226,2016-06-14 13:45:56,0,0,7,3,4,21458,1449,2178,13,776,3035,4,67.3436,0,0,829,0.6734
8335,15262443,1,460,17,72,510,Functions,1365960,1430,2013-03-07 3:15:15,11,0,3,0,2,11347,276,25,30,183,526,1,51.6376,2,0,741,0.5164
8336,21774773,1,460,17,72,588,Functions,356857,764,2014-02-14 8:55:05,0,0,2,11,4,7210,190,119,14,367,543,4,93.0719,0,0,712,0.9307
